id,title,abstract,author_keywords,document_type,year,hamann@mcc-berlin.net,kelch@mcc-berlin.net,lueck@mcc-berlin.net,mawla@mcc-berlin.net,metz@mcc-berlin.net,sanchez@mcc-berlin.net,stephan@mcc-berlin.net,verdugo-raab@mcc-berlin.net,num_ratings,rating,doc__id,Category Name,user_1,user_2,agreement,decision_1,decision_2,correction,level,category,label_1,label_2,label_3,label_4,all_info
5298537,"Ichthyoplankton and Meroplankton Community Composition of a Restored Mangrove and Salt Marsh Aquatic Preserve in Tampa Bay, Florida",,,Proceedings Paper,2015.0,,,0.0,0.0,,,,,1.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"Ichthyoplankton and Meroplankton Community Composition of a Restored Mangrove and Salt Marsh Aquatic Preserve in Tampa Bay, Florida Proceedings Paper "
5298520,RESTORATION OF MANGROVES AND SEAGRASSES - ECONOMIC-BENEFITS FOR FISHERIES AND MARICULTURE,,,Proceedings Paper,1990.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,0,relevant,0,0,0,0,RESTORATION OF MANGROVES AND SEAGRASSES - ECONOMIC-BENEFITS FOR FISHERIES AND MARICULTURE Proceedings Paper 
5298490,Seagrass restoration in Northwest Florida,,,Proceedings Paper,1998.0,,,1.0,,,,,,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Seagrass restoration in Northwest Florida Proceedings Paper 
5298304,BLUE CARBON STOCKS OF PRISTINE AND RESTORED MANGROVES IN ASIAN COUNTRIES,,,Meeting Abstract,2020.0,,,1.0,,,,,,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,BLUE CARBON STOCKS OF PRISTINE AND RESTORED MANGROVES IN ASIAN COUNTRIES Meeting Abstract 
5283257,Carbon dioxide removal from natural gas using amine surface-bonded adsorbents,,,Article,1996.0,,,,,,,1.0,,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Carbon dioxide removal from natural gas using amine surface-bonded adsorbents Article 
1192403,CO2 REMOVAL - MEMBRANE PLUS AMINE,,,Article,1991.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,CO2 REMOVAL - MEMBRANE PLUS AMINE Article 
2844962,CO2 RECOVERY IMPROVES COGEN PLANT ECONOMICS,,,Article,1994.0,,,,,,,0.0,,1.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,CO2 RECOVERY IMPROVES COGEN PLANT ECONOMICS Article 
5283441,TEST AND DEVELOPMENT OF A REGENERATIVE CO2 REMOVAL SYSTEM FOR APOLLO APPLICATIONS PROGRAM,,,Conference Paper,1968.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,0,relevant,0,0,0,0,TEST AND DEVELOPMENT OF A REGENERATIVE CO2 REMOVAL SYSTEM FOR APOLLO APPLICATIONS PROGRAM Conference Paper 
1120215,TAKE CARE IN PICKING MEMBRANES TO COMBINE WITH OTHER PROCESSES FOR CO2 REMOVAL,,,Article,1985.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,TAKE CARE IN PICKING MEMBRANES TO COMBINE WITH OTHER PROCESSES FOR CO2 REMOVAL Article 
27841,Use of computational approaches to accelerate development and effective deployment of carbon capture and storage technologies,,,Conference Paper,2011.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Use of computational approaches to accelerate development and effective deployment of carbon capture and storage technologies Conference Paper 
428860,Exploring negative territory Carbon dioxide removal and climate policy initiatives,,,Article,2013.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Exploring negative territory Carbon dioxide removal and climate policy initiatives Article 
5298715,The Carbon-Sucking Fans of West Texas It's not enough to slash greenhouse gas emissions. Experts say we need direct-air capture,,,Short Survey,2021.0,,,,,1.0,,1.0,,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,The Carbon-Sucking Fans of West Texas It's not enough to slash greenhouse gas emissions. Experts say we need direct-air capture Short Survey 
164841,Enhancing Amine-Supported Materials for Ambient Air Capture,,CO2 capture; direct air capture; porous materials,Article,2012.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Enhancing Amine-Supported Materials for Ambient Air Capture CO2 capture; direct air capture; porous materials Article 
5283366,Environmental Risks in Atmospheric CO2 Removal Using Enhanced Rock Weathering Are Overlooked,,carbon sequestration; climate change; enhanced rock weathering,Note,2021.0,,1.0,,,,,1.0,,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Environmental Risks in Atmospheric CO2 Removal Using Enhanced Rock Weathering Are Overlooked carbon sequestration; climate change; enhanced rock weathering Note 
108159,"CARBON STORAGE AND FLOW - THEIR RELATIONSHIP TO WATER, SOIL AND LAND MANAGEMENT",,,Article,1993.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"CARBON STORAGE AND FLOW - THEIR RELATIONSHIP TO WATER, SOIL AND LAND MANAGEMENT Article "
5299274,Soil organic carbon certificates - potential and limitations for private and public climate action,,soil organic matter; carbon footprint; carbon farming; carbon neutral crop production; climate change mitigation; sustainable soil management,Article,2020.0,,,,,,,1.0,,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Soil organic carbon certificates - potential and limitations for private and public climate action soil organic matter; carbon footprint; carbon farming; carbon neutral crop production; climate change mitigation; sustainable soil management Article 
20621,Soil carbon sequestration potential of US croplands and grasslands: Implementing the 4 per Thousand Initiative,,,Article,2016.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Soil carbon sequestration potential of US croplands and grasslands: Implementing the 4 per Thousand Initiative Article 
5297937,"Valorization of waste eggshell -derived bioflocculant for harvesting T. obliquus : Process optimization, kinetic studies and recyclability of the spent medium for circular bioeconomy",,,Article,2020.0,,0.0,,,,,0.0,,2.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"Valorization of waste eggshell -derived bioflocculant for harvesting T. obliquus : Process optimization, kinetic studies and recyclability of the spent medium for circular bioeconomy Article "
5294280,Photosynthetic constraints on fuel from microbes,,photosynthesis; photosynthetic efficiency; biofuel; algal biofuel; EROI; light harvesting; rubisco; chlorophyll,Note,2015.0,,0.0,,,,,0.0,,2.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Photosynthetic constraints on fuel from microbes photosynthesis; photosynthetic efficiency; biofuel; algal biofuel; EROI; light harvesting; rubisco; chlorophyll Note 
5294850,Simultaneous cultivation and pre-harvesting of microalgae in a lab-scale membrane photobioreactor (MPBR),,membrane photobioreactor; Membrane fouling; Chlorella vulgaris; Microalgae production,Conference Paper,2012.0,,0.0,,,,,,,1.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Simultaneous cultivation and pre-harvesting of microalgae in a lab-scale membrane photobioreactor (MPBR) membrane photobioreactor; Membrane fouling; Chlorella vulgaris; Microalgae production Conference Paper 
5284498,"The water footprint of carbon capture and storage technologies (vol 138, 110511, 2021)",,,Correction,2021.0,,1.0,,,,,1.0,,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"The water footprint of carbon capture and storage technologies (vol 138, 110511, 2021) Correction "
946758,CO2 RECOVERY VIA COAL COMBUSTION IN MIXTURES OF OXYGEN AND RECYCLED FLUE-GAS,,,Article,1989.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,CO2 RECOVERY VIA COAL COMBUSTION IN MIXTURES OF OXYGEN AND RECYCLED FLUE-GAS Article 
5283478,"RETRACTION: Development of a multi-step hybrid method to synthesize highly-permeable and well-oriented SAPO-34 membranes for CO2 removal applications (Retraction of Vol 208, art no 115157, 2019)",,,Retraction,2021.0,,,,,,,1.0,,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"RETRACTION: Development of a multi-step hybrid method to synthesize highly-permeable and well-oriented SAPO-34 membranes for CO2 removal applications (Retraction of Vol 208, art no 115157, 2019) Retraction "
5283457,"PETR 131-H2S and CO2 removal from biogas, landfill gas and other gas streams",,,Meeting Abstract,2008.0,,,,,,,1.0,,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"PETR 131-H2S and CO2 removal from biogas, landfill gas and other gas streams Meeting Abstract "
5283421,Comparison of two different approaches for enhancement of CO2 removal by adsorption.,,,Meeting Abstract,2004.0,,,,,,,1.0,,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Comparison of two different approaches for enhancement of CO2 removal by adsorption. Meeting Abstract 
5283361,Rethinking Alveolar Ventilation and CO2 Removal,,,Editorial,2021.0,,,,,,,0.0,,1.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Rethinking Alveolar Ventilation and CO2 Removal Editorial 
1273154,CO2 REMOVAL FROM GASES WITH PROPYLENE CARBONATE,,,Article,1970.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,CO2 REMOVAL FROM GASES WITH PROPYLENE CARBONATE Article 
1042963,CO2 REMOVAL FROM SYNTHESIS GAS,,,Meeting Abstract,1974.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,CO2 REMOVAL FROM SYNTHESIS GAS Meeting Abstract 
5283298,CHOOSING OPTIMUM CO2-REMOVAL SYSTEM,,,Article,1975.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,0,relevant,0,0,0,0,CHOOSING OPTIMUM CO2-REMOVAL SYSTEM Article 
5283228,Protecting the Right Ventricle in ARDS: The Role of Prone Ventilation,,,Editorial Material,2018.0,,,,,,,0.0,,1.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Protecting the Right Ventricle in ARDS: The Role of Prone Ventilation Editorial Material 
1148507,CO2 removal technology reduces compression cost,,,News Item,2011.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,CO2 removal technology reduces compression cost News Item 
5283212,SKYLAB REGENERABLE CARBON-DIOXIDE REMOVAL SYSTEM,,,Meeting Abstract,1972.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,0,relevant,0,0,0,0,SKYLAB REGENERABLE CARBON-DIOXIDE REMOVAL SYSTEM Meeting Abstract 
281069,"Geoengineering: The good, the MAD, and the sensible",,,Editorial Material,2011.0,,,,,,,,1.0,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"Geoengineering: The good, the MAD, and the sensible Editorial Material "
383360,Biomass with capture: negative emissions within social and environmental constraints: an editorial comment,,,Editorial Material,2008.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Biomass with capture: negative emissions within social and environmental constraints: an editorial comment Editorial Material 
1050279,Grazing lands in Sub-Saharan Africa and their potential role in climate change mitigation: What we do and don't know,,,Article,2016.0,,,,,,,,1.0,1.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Grazing lands in Sub-Saharan Africa and their potential role in climate change mitigation: What we do and don't know Article 
1806290,Can Conservation Agriculture Sequester Soil Carbon in Northern Tunisia in the Long Run?,,Conservation agriculture; Soil carbon sequestration; Soil organic carbon; Longterm experimentation in tunisia,Proceedings Paper,2018.0,,1.0,,,,,1.0,,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Can Conservation Agriculture Sequester Soil Carbon in Northern Tunisia in the Long Run? Conservation agriculture; Soil carbon sequestration; Soil organic carbon; Longterm experimentation in tunisia Proceedings Paper 
66563,Organic matter dynamics in agro-ecosystems - the knowledge gaps,,,Editorial Material,2009.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Organic matter dynamics in agro-ecosystems - the knowledge gaps Editorial Material 
21438,Forecasting CO2 Emissions from Agriculture and Relationship with Some Variables in OECD Countries,,,Article,2012.0,,,,,,,,0.0,1.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Forecasting CO2 Emissions from Agriculture and Relationship with Some Variables in OECD Countries Article 
194941,"Beyond COP21: Potential and challenges of the ""4 per Thousand"" initiative",,,Editorial Material,2016.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"Beyond COP21: Potential and challenges of the ""4 per Thousand"" initiative Editorial Material "
5284566,CO2 capture and storage by carbonation of plum pits ash and walnut shells ash,,CO2 capture; CO2 storage; biomass ash; mineralogy; carbonation,Article,2020.0,,,,,1.0,,1.0,,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,CO2 capture and storage by carbonation of plum pits ash and walnut shells ash CO2 capture; CO2 storage; biomass ash; mineralogy; carbonation Article 
582561,"Oxygen blast furnace with CO2 capture and storage at an integrated steel mill - Part II: Economic feasibility in comparison with conventional blast furnace highlighting sensitivities (vol 32, pg 189, 2015)",,,Correction,2015.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"Oxygen blast furnace with CO2 capture and storage at an integrated steel mill - Part II: Economic feasibility in comparison with conventional blast furnace highlighting sensitivities (vol 32, pg 189, 2015) Correction "
1564090,Novel alkaline thermal treatment of biomass for hydrogen production with carbon capture and storage potential,,,Meeting Abstract,2017.0,,1.0,1.0,,,,,,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Novel alkaline thermal treatment of biomass for hydrogen production with carbon capture and storage potential Meeting Abstract 
499748,Evaluation of the chemical and thermal stability of the zinc(II) cyclen carbonic anhydrase mimic for accelerated post-combustion carbon capture,,,Meeting Abstract,2013.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Evaluation of the chemical and thermal stability of the zinc(II) cyclen carbonic anhydrase mimic for accelerated post-combustion carbon capture Meeting Abstract 
103844,Analyzing post combustion CO2 capture solvent degradation products,,,Meeting Abstract,2012.0,1.0,,,,,,,1.0,2.0,1.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,Analyzing post combustion CO2 capture solvent degradation products Meeting Abstract 
5297755,"Biogenic synthesis and antimicrobial potency of iron oxide (Fe3O4) nanoparticles using algae harvested from the Mediterranean Sea, Egypt (vol 45, pg 197, 2019)",,,Correction,2020.0,,0.0,,,,,0.0,,2.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"Biogenic synthesis and antimicrobial potency of iron oxide (Fe3O4) nanoparticles using algae harvested from the Mediterranean Sea, Egypt (vol 45, pg 197, 2019) Correction "
5296029,"Harvesting of microalgae biomass from the phycoremediation process of greywater (vol 23, pg 24624, 2016)",,,Correction,2017.0,,0.0,,,,,0.0,,2.0,0.0,,,0.0,0.0,,,,,0,relevant,0,0,0,0,"Harvesting of microalgae biomass from the phycoremediation process of greywater (vol 23, pg 24624, 2016) Correction "
